Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Uttar Pradesh, 30-04-2018, M, 5.00, 13332972.00, 37.38
Uttar Pradesh, 31-05-2018, M, 6.71, 13383007.00, 38.12
Uttar Pradesh, 30-06-2018, M, 7.05, 13748998.00, 39.22
Uttar Pradesh, 31-07-2018, M, 9.61, 13589887.00, 39.77
Uttar Pradesh, 31-08-2018, M, 7.69, 13654763.00, 39.03
Uttar Pradesh, 30-09-2018, M, 9.71, 13446362.00, 39.21
Uttar Pradesh, 31-10-2018, M, 9.56, 13821208.00, 40.14
Uttar Pradesh, 30-11-2018, M, 11.69, 13654596.00, 40.52
Uttar Pradesh, 31-12-2018, M, 11.90, 13246289.00, 39.31
Uttar Pradesh, 31-01-2019, M, 14.00, 13179940.00, 39.97
Uttar Pradesh, 28-02-2019, M, 11.90, 13681885.00, 40.42
Uttar Pradesh, 31-03-2019, M, 12.25, 13685111.00, 40.49
Uttar Pradesh, 30-04-2019, M, 11.70, 13522351.00, 39.67
Uttar Pradesh, 31-05-2019, M, 14.40, 13391250.00, 40.43
Uttar Pradesh, 30-06-2019, M, 11.62, 13624449.00, 39.75
Uttar Pradesh, 31-07-2019, M, 11.80, 13862430.00, 40.43
Uttar Pradesh, 31-08-2019, M, 14.73, 13580243.00, 40.87
Uttar Pradesh, 30-09-2019, M, 13.38, 13528779.00, 39.99
Uttar Pradesh, 31-10-2019, M, 10.35, 13938314.00, 39.71
Uttar Pradesh, 30-11-2019, M, 11.31, 14128884.00, 40.60
Uttar Pradesh, 31-12-2019, M, 12.37, 13857196.00, 40.21
Uttar Pradesh, 31-01-2020, M, 12.34, 13656250.00, 39.52
Uttar Pradesh, 29-02-2020, M, 11.65, 13803099.00, 39.54
Uttar Pradesh, 31-03-2020, M, 12.32, 13889632.00, 40.00
Uttar Pradesh, 30-04-2020, M, 26.94, 10944379.00, 37.74
Uttar Pradesh, 31-05-2020, M, 30.55, 11254306.00, 40.73
Uttar Pradesh, 30-06-2020, M, 12.32, 13471741.00, 38.53
Uttar Pradesh, 31-07-2020, M, 9.29, 12884928.00, 35.53
Uttar Pradesh, 31-08-2020, M, 6.11, 12846321.00, 34.15
Uttar Pradesh, 30-09-2020, M, 7.08, 13113776.00, 35.14
Uttar Pradesh, 31-10-2020, M, 5.44, 13464241.00, 35.37
Uttar Pradesh, 30-11-2020, M, 6.62, 13237684.00, 35.13
Uttar Pradesh, 31-12-2020, M, 13.82, 12820969.00, 36.78
Uttar Pradesh, 31-01-2021, M, 7.00, 13038532.00, 34.58
Uttar Pradesh, 28-02-2021, M, 5.57, 13044690.00, 34.00
Uttar Pradesh, 31-03-2021, M, 5.61, 13016655.00, 33.86
Uttar Pradesh, 30-04-2021, M, 10.35, 13043005.00, 35.65
Uttar Pradesh, 31-05-2021, M, 9.54, 13056758.00, 35.28
Uttar Pradesh, 30-06-2021, M, 6.08, 13008619.00, 33.78
Uttar Pradesh, 31-07-2021, M, 5.13, 13155478.00, 33.74
Uttar Pradesh, 31-08-2021, M, 10.26, 12743440.00, 34.46
Uttar Pradesh, 30-09-2021, M, 7.64, 13349966.00, 35.00
Uttar Pradesh, 31-10-2021, M, 4.37, 13535743.00, 34.19
Uttar Pradesh, 30-11-2021, M, 4.14, 13168681.00, 33.11
Uttar Pradesh, 31-12-2021, M, 7.69, 13079791.00, 34.07
Uttar Pradesh, 31-01-2022, M, 7.32, 13207591.00, 34.18
Uttar Pradesh, 28-02-2022, M, 4.21, 13317706.00, 33.28
Uttar Pradesh, 31-03-2022, M, 4.91, 12969303.00, 32.57
Uttar Pradesh, 30-04-2022, M, 6.90, 13129757.00, 33.60
Uttar Pradesh, 31-05-2022, M, 4.89, 13416003.00, 33.53
Uttar Pradesh, 30-06-2022, M, 3.50, 13201704.00, 32.44
Uttar Pradesh, 31-07-2022, M, 4.64, 13143333.00, 32.61
Uttar Pradesh, 31-08-2022, M, 7.34, 13156708.00, 33.51
Uttar Pradesh, 30-09-2022, M, 5.03, 13459905.00, 33.38
Uttar Pradesh, 31-10-2022, M, 3.94, 13254890.00, 32.42
Uttar Pradesh, 30-11-2022, M, 5.95, 13521381.00, 33.70
Uttar Pradesh, 31-12-2022, M, 7.83, 13259344.00, 33.64
Uttar Pradesh, 31-01-2023, M, 5.62, 13432935.00, 33.20
Uttar Pradesh, 28-02-2023, M, 3.41, 13770321.00, 33.18
Uttarakhand, 31-01-2016, M, 5.80, 955945.00, 39.74
Uttarakhand, 29-02-2016, M, 4.04, 1179034.00, 47.99
Uttarakhand, 31-03-2016, M, 4.28, 1099269.00, 44.74
Uttarakhand, 30-04-2016, M, 5.59, 859753.00, 35.39
Uttarakhand, 31-05-2016, M, 5.31, 933683.00, 38.22
Uttarakhand, 30-06-2016, M, 3.97, 1108506.00, 44.63
Uttarakhand, 31-07-2016, M, 2.00, 1106335.00, 43.53
Uttarakhand, 31-08-2016, M, 3.55, 897709.00, 35.80
Uttarakhand, 30-09-2016, M, 5.88, 841894.00, 34.32
Uttarakhand, 31-10-2016, M, 2.04, 1005174.00, 39.26
Uttarakhand, 30-11-2016, M, 0.33, 1014001.00, 38.83
Uttarakhand, 31-12-2016, M, 2.89, 969332.00, 38.00
Uttarakhand, 31-01-2017, M, 2.46, 821248.00, 31.97
Uttarakhand, 28-02-2017, M, 2.20, 1073419.00, 41.58
Uttarakhand, 31-03-2017, M, 0.88, 951048.00, 36.25
Uttarakhand, 30-04-2017, M, 0.87, 925128.00, 35.17
Uttarakhand, 31-05-2017, M, 0.61, 756221.00, 28.60
Uttarakhand, 30-06-2017, M, 1.10, 1053625.00, 39.94
Uttarakhand, 31-07-2017, M, 0.90, 922045.00, 34.79
Uttarakhand, 31-08-2017, M, 0.00, 904604.00, 33.74
Uttarakhand, 30-09-2017, M, 1.03, 805192.00, 30.27
Uttarakhand, 31-10-2017, M, 1.52, 1025054.00, 38.62
Uttarakhand, 30-11-2017, M, 4.14, 963042.00, 37.18
Uttarakhand, 31-12-2017, M, 3.33, 871873.00, 33.29
Uttarakhand, 31-01-2018, M, 1.75, 721760.00, 27.05
Uttarakhand, 28-02-2018, M, 1.66, 959431.00, 35.83
Uttarakhand, 31-03-2018, M, 1.04, 914215.00, 33.84
Uttarakhand, 30-04-2018, M, 1.93, 857148.00, 31.94
Uttarakhand, 31-05-2018, M, 0.93, 690887.00, 25.42
Uttarakhand, 30-06-2018, M, 1.68, 937321.00, 34.66
Uttarakhand, 31-07-2018, M, 0.72, 902034.00, 32.94
Uttarakhand, 31-08-2018, M, 0.00, 804116.00, 29.08
Uttarakhand, 30-09-2018, M, 4.73, 695283.00, 26.32
Uttarakhand, 31-10-2018, M, 3.75, 912396.00, 34.10
Uttarakhand, 30-11-2018, M, 2.82, 870109.00, 32.13
Uttarakhand, 31-12-2018, M, 7.03, 816980.00, 31.45
Uttarakhand, 31-01-2019, M, 8.64, 714612.00, 27.92
Uttarakhand, 28-02-2019, M, 4.75, 894684.00, 33.45
Uttarakhand, 31-03-2019, M, 4.91, 884165.00, 33.02
Uttarakhand, 30-04-2019, M, 6.91, 829664.00, 31.57
Uttarakhand, 31-05-2019, M, 9.17, 676797.00, 26.33
Uttarakhand, 30-06-2019, M, 4.69, 906889.00, 33.54
Uttarakhand, 31-07-2019, M, 6.94, 859900.00, 32.48
Uttarakhand, 31-08-2019, M, 7.43, 823967.00, 31.21
Uttarakhand, 30-09-2019, M, 9.62, 711149.00, 27.51
Uttarakhand, 31-10-2019, M, 4.72, 925174.00, 33.87
Uttarakhand, 30-11-2019, M, 6.34, 904903.00, 33.61
Uttarakhand, 31-12-2019, M, 7.39, 844779.00, 31.65
Uttarakhand, 31-01-2020, M, 8.92, 725253.00, 27.55
Uttarakhand, 29-02-2020, M, 5.28, 963408.00, 35.11
Uttarakhand, 31-03-2020, M, 8.15, 889245.00, 33.33
Uttarakhand, 30-04-2020, M, 13.18, 748041.00, 29.59
Uttarakhand, 31-05-2020, M, 17.36, 778590.00, 32.27
Uttarakhand, 30-06-2020, M, 4.76, 980630.00, 35.18
Uttarakhand, 31-07-2020, M, 18.59, 829353.00, 34.71
Uttarakhand, 31-08-2020, M, 20.06, 810394.00, 34.45
Uttarakhand, 30-09-2020, M, 9.55, 780133.00, 29.24
Uttarakhand, 31-10-2020, M, 7.55, 956242.00, 34.97
Uttarakhand, 30-11-2020, M, 4.00, 874770.00, 30.73
Uttarakhand, 31-12-2020, M, 4.38, 835885.00, 29.40
Uttarakhand, 31-01-2021, M, 8.66, 744450.00, 27.34
Uttarakhand, 28-02-2021, M, 5.66, 969230.00, 34.38
Uttarakhand, 31-03-2021, M, 5.14, 845211.00, 29.74
Uttarakhand, 30-04-2021, M, 5.99, 820478.00, 29.05
Uttarakhand, 31-05-2021, M, 8.64, 777975.00, 28.27
Uttarakhand, 30-06-2021, M, 4.78, 970634.00, 33.76
Uttarakhand, 31-07-2021, M, 5.19, 844812.00, 29.43
Uttarakhand, 31-08-2021, M, 5.95, 825865.00, 28.92
Uttarakhand, 30-09-2021, M, 5.08, 743016.00, 25.72
Uttarakhand, 31-10-2021, M, 3.68, 963683.00, 32.79
Uttarakhand, 30-11-2021, M, 4.83, 844000.00, 28.99
Uttarakhand, 31-12-2021, M, 4.83, 835437.00, 28.62
Uttarakhand, 31-01-2022, M, 3.32, 768001.00, 25.83
Uttarakhand, 28-02-2022, M, 3.51, 933772.00, 31.39
Uttarakhand, 31-03-2022, M, 6.19, 833105.00, 28.73
Uttarakhand, 30-04-2022, M, 4.89, 840429.00, 28.51
Uttarakhand, 31-05-2022, M, 4.48, 778710.00, 26.24
Uttarakhand, 30-06-2022, M, 3.31, 958342.00, 31.81
Uttarakhand, 31-07-2022, M, 5.88, 852693.00, 29.00
Uttarakhand, 31-08-2022, M, 3.82, 871185.00, 28.92
Uttarakhand, 30-09-2022, M, 1.67, 897195.00, 29.06
Uttarakhand, 31-10-2022, M, 1.94, 960732.00, 31.12
Uttarakhand, 30-11-2022, M, 3.70, 935684.00, 30.78
Uttarakhand, 31-12-2022, M, 3.85, 920074.00, 30.23
Uttarakhand, 31-01-2023, M, 2.14, 857825.00, 27.62
Uttarakhand, 28-02-2023, M, 1.40, 1013921.00, 32.33
West Bengal, 31-01-2016, M, 10.68, 9737518.00, 44.18
West Bengal, 29-02-2016, M, 9.53, 9340583.00, 41.78
West Bengal, 31-03-2016, M, 7.90, 9795451.00, 42.97
West Bengal, 30-04-2016, M, 7.34, 10723048.00, 46.68
West Bengal, 31-05-2016, M, 8.76, 9726846.00, 42.93
West Bengal, 30-06-2016, M, 9.31, 9244580.00, 40.99
West Bengal, 31-07-2016, M, 7.62, 9946497.00, 43.23
West Bengal, 31-08-2016, M, 8.91, 10542481.00, 46.39
West Bengal, 30-09-2016, M, 7.72, 10061450.00, 43.63
West Bengal, 31-10-2016, M, 5.89, 9823874.00, 41.71
West Bengal, 30-11-2016, M, 5.84, 10115710.00, 42.85
West Bengal, 31-12-2016, M, 6.92, 10424129.00, 44.60
West Bengal, 31-01-2017, M, 8.48, 9992973.00, 43.42
West Bengal, 28-02-2017, M, 6.28, 9851870.00, 41.74
West Bengal, 31-03-2017, M, 5.92, 10240592.00, 43.15
West Bengal, 30-04-2017, M, 5.91, 10825493.00, 45.54
West Bengal, 31-05-2017, M, 8.84, 10018111.00, 43.43
West Bengal, 30-06-2017, M, 6.34, 10068588.00, 42.41
West Bengal, 31-07-2017, M, 5.47, 10530133.00, 43.88
West Bengal, 31-08-2017, M, 6.40, 10982981.00, 46.14
West Bengal, 30-09-2017, M, 10.01, 10311539.00, 44.99
West Bengal, 31-10-2017, M, 7.22, 10498406.00, 44.35
West Bengal, 30-11-2017, M, 5.91, 10866909.00, 45.20
West Bengal, 31-12-2017, M, 7.15, 11267959.00, 47.42
West Bengal, 31-01-2018, M, 10.20, 10592675.00, 46.02
West Bengal, 28-02-2018, M, 8.92, 10293560.00, 44.03
West Bengal, 31-03-2018, M, 6.19, 10630266.00, 44.07
West Bengal, 30-04-2018, M, 7.48, 11068523.00, 46.46
West Bengal, 31-05-2018, M, 7.45, 11041611.00, 46.25
West Bengal, 30-06-2018, M, 8.45, 10038308.00, 42.44
West Bengal, 31-07-2018, M, 6.91, 10533937.00, 43.73
West Bengal, 31-08-2018, M, 7.46, 11455601.00, 47.76
West Bengal, 30-09-2018, M, 8.73, 10899141.00, 46.00
West Bengal, 31-10-2018, M, 7.79, 10547372.00, 43.99
West Bengal, 30-11-2018, M, 7.08, 10681480.00, 44.14
West Bengal, 31-12-2018, M, 6.91, 11566995.00, 47.64
West Bengal, 31-01-2019, M, 7.48, 11024540.00, 45.61
West Bengal, 28-02-2019, M, 7.49, 10660400.00, 44.04
West Bengal, 31-03-2019, M, 7.40, 10622355.00, 43.77
West Bengal, 30-04-2019, M, 6.63, 11474549.00, 46.82
West Bengal, 31-05-2019, M, 7.25, 11306179.00, 46.37
West Bengal, 30-06-2019, M, 7.38, 10611499.00, 43.51
West Bengal, 31-07-2019, M, 7.91, 10779830.00, 44.38
West Bengal, 31-08-2019, M, 7.27, 11456486.00, 46.77
West Bengal, 30-09-2019, M, 7.70, 11057721.00, 45.28
West Bengal, 31-10-2019, M, 7.83, 10563685.00, 43.25
West Bengal, 30-11-2019, M, 6.61, 10768465.00, 43.44
West Bengal, 31-12-2019, M, 7.24, 11335694.00, 45.97
West Bengal, 31-01-2020, M, 7.27, 11208617.00, 45.39
West Bengal, 29-02-2020, M, 7.55, 10871168.00, 44.09
West Bengal, 31-03-2020, M, 6.67, 10806105.00, 43.34
West Bengal, 30-04-2020, M, 15.63, 9299466.00, 41.20
West Bengal, 31-05-2020, M, 15.22, 9240903.00, 40.67
West Bengal, 30-06-2020, M, 10.26, 9194154.00, 38.17
West Bengal, 31-07-2020, M, 12.82, 9533067.00, 40.67
West Bengal, 31-08-2020, M, 18.66, 10022478.00, 45.76
West Bengal, 30-09-2020, M, 12.32, 10522496.00, 44.50
West Bengal, 31-10-2020, M, 9.60, 9942863.00, 40.71
West Bengal, 30-11-2020, M, 8.57, 10261530.00, 41.48
West Bengal, 31-12-2020, M, 7.17, 10552600.00, 41.94
West Bengal, 31-01-2021, M, 6.24, 10685903.00, 41.99
West Bengal, 28-02-2021, M, 5.90, 10846301.00, 42.40
West Bengal, 31-03-2021, M, 7.13, 10783038.00, 42.64
West Bengal, 30-04-2021, M, 7.92, 10972804.00, 43.70
West Bengal, 31-05-2021, M, 14.12, 9909402.00, 42.24
West Bengal, 30-06-2021, M, 14.88, 10660596.00, 45.78
West Bengal, 31-07-2021, M, 9.09, 10694075.00, 42.93
West Bengal, 31-08-2021, M, 9.15, 10882164.00, 43.64
West Bengal, 30-09-2021, M, 7.27, 11232797.00, 44.06
West Bengal, 31-10-2021, M, 5.59, 11158496.00, 42.92
West Bengal, 30-11-2021, M, 8.39, 10742506.00, 42.52
West Bengal, 31-12-2021, M, 8.43, 11437139.00, 45.21
West Bengal, 31-01-2022, M, 7.79, 11273107.00, 44.18
West Bengal, 28-02-2022, M, 5.63, 11134994.00, 42.58
West Bengal, 31-03-2022, M, 6.72, 10815901.00, 41.77
West Bengal, 30-04-2022, M, 8.32, 11352285.00, 44.54
West Bengal, 31-05-2022, M, 7.61, 11665062.00, 45.34
West Bengal, 30-06-2022, M, 7.14, 10695605.00, 41.30
West Bengal, 31-07-2022, M, 8.39, 10821973.00, 42.29
West Bengal, 31-08-2022, M, 8.65, 11030892.00, 43.16
West Bengal, 30-09-2022, M, 7.37, 11069599.00, 42.64
West Bengal, 31-10-2022, M, 6.96, 10727359.00, 41.08
West Bengal, 30-11-2022, M, 8.10, 10630236.00, 41.14
West Bengal, 31-12-2022, M, 7.13, 11610167.00, 44.40
West Bengal, 31-01-2023, M, 7.15, 11230802.00, 42.88
West Bengal, 28-02-2023, M, 6.65, 11298580.00, 42.85
India, 31-01-2016, M, 10.44, 126712317.00, 45.07
India, 29-02-2016, M, 10.38, 126547452.00, 44.89
India, 31-03-2016, M, 11.56, 125958829.00, 45.18
India, 30-04-2016, M, 11.22, 126691363.00, 45.18
India, 31-05-2016, M, 12.10, 126663583.00, 45.52
India, 30-06-2016, M, 10.27, 128002784.00, 44.97
India, 31-07-2016, M, 11.12, 127800034.00, 45.24
India, 31-08-2016, M, 11.17, 128124756.00, 45.28
India, 30-09-2016, M, 9.76, 130118637.00, 45.17
India, 31-10-2016, M, 7.60, 131823413.00, 44.60
India, 30-11-2016, M, 7.62, 129827646.00, 43.84
India, 31-12-2016, M, 7.63, 128711483.00, 43.37
India, 31-01-2017, M, 7.67, 127978342.00, 43.05
India, 28-02-2017, M, 6.38, 130796032.00, 43.31
India, 31-03-2017, M, 5.78, 129055238.00, 42.37
India, 30-04-2017, M, 4.19, 129268224.00, 41.65
India, 31-05-2017, M, 4.85, 126746646.00, 41.03
India, 30-06-2017, M, 4.84, 129708908.00, 41.90
India, 31-07-2017, M, 4.14, 128582876.00, 41.14
India, 31-08-2017, M, 5.08, 128705732.00, 41.50
India, 30-09-2017, M, 5.70, 127751424.00, 41.38
India, 31-10-2017, M, 5.98, 131083962.00, 42.49
India, 30-11-2017, M, 5.41, 129436765.00, 41.62
India, 31-12-2017, M, 5.36, 130261630.00, 41.77
India, 31-01-2018, M, 6.24, 128398017.00, 41.47
India, 28-02-2018, M, 6.59, 130653840.00, 42.28
India, 31-03-2018, M, 6.10, 127897736.00, 41.08
India, 30-04-2018, M, 6.19, 127532605.00, 40.92
India, 31-05-2018, M, 6.18, 127161822.00, 40.71
India, 30-06-2018, M, 6.64, 129132137.00, 41.45
India, 31-07-2018, M, 6.15, 128674772.00, 41.00
India, 31-08-2018, M, 6.72, 127731553.00, 40.86
India, 30-09-2018, M, 7.38, 127196132.00, 40.89
India, 31-10-2018, M, 7.12, 128898579.00, 41.24
India, 30-11-2018, M, 7.33, 127396842.00, 40.76
India, 31-12-2018, M, 7.48, 128058796.00, 40.95
India, 31-01-2019, M, 8.58, 128359005.00, 41.45
India, 28-02-2019, M, 7.69, 128904963.00, 41.15
India, 31-03-2019, M, 7.72, 126855106.00, 40.42
India, 30-04-2019, M, 7.57, 126845332.00, 40.27
India, 31-05-2019, M, 8.58, 126884967.00, 40.64
India, 30-06-2019, M, 8.26, 128370581.00, 40.88
India, 31-07-2019, M, 8.30, 126811043.00, 40.31
India, 31-08-2019, M, 9.71, 126841184.00, 40.87
India, 30-09-2019, M, 9.58, 126833318.00, 40.72
India, 31-10-2019, M, 8.27, 128751633.00, 40.66
India, 30-11-2019, M, 8.88, 127178009.00, 40.34
India, 31-12-2019, M, 9.02, 128055174.00, 40.60
India, 31-01-2020, M, 9.70, 126959978.00, 40.46
India, 29-02-2020, M, 8.65, 128743814.00, 40.48
India, 31-03-2020, M, 9.41, 125503217.00, 39.70
India, 30-04-2020, M, 24.95, 85198095.00, 32.47
India, 31-05-2020, M, 23.14, 94794206.00, 35.20
India, 30-06-2020, M, 11.68, 116442663.00, 37.54
India, 31-07-2020, M, 9.37, 120097100.00, 37.65
India, 31-08-2020, M, 9.83, 123799505.00, 38.93
India, 30-09-2020, M, 8.45, 121606147.00, 37.58
India, 31-10-2020, M, 7.18, 123304641.00, 37.51
India, 30-11-2020, M, 7.07, 122517114.00, 37.14
India, 31-12-2020, M, 8.84, 122353235.00, 37.73
India, 31-01-2021, M, 8.09, 123129476.00, 37.58
India, 28-02-2021, M, 6.99, 123701899.00, 37.23
India, 31-03-2021, M, 7.27, 122712948.00, 36.97
India, 30-04-2021, M, 9.78, 122151000.00, 37.74
India, 31-05-2021, M, 14.72, 112495744.00, 36.69
India, 30-06-2021, M, 10.08, 120210926.00, 37.11
India, 31-07-2021, M, 8.32, 123713310.00, 37.37
India, 31-08-2021, M, 9.78, 123583986.00, 37.86
India, 30-09-2021, M, 8.64, 125588164.00, 37.91
India, 31-10-2021, M, 7.37, 126237895.00, 37.50
India, 30-11-2021, M, 8.20, 125274619.00, 37.47
India, 31-12-2021, M, 9.30, 125767813.00, 37.99
India, 31-01-2022, M, 8.14, 125352861.00, 37.30
India, 28-02-2022, M, 7.57, 126238555.00, 37.26
India, 31-03-2022, M, 8.28, 124376146.00, 36.92
India, 30-04-2022, M, 9.22, 126503528.00, 37.86
India, 31-05-2022, M, 8.24, 125569322.00, 37.10
India, 30-06-2022, M, 7.32, 125675355.00, 36.68
India, 31-07-2022, M, 8.22, 125085690.00, 36.79
India, 31-08-2022, M, 9.57, 124214067.00, 36.99
India, 30-09-2022, M, 7.71, 125904237.00, 36.66
India, 31-10-2022, M, 7.34, 127524088.00, 36.90
India, 30-11-2022, M, 8.92, 128569770.00, 37.77
India, 31-12-2022, M, 10.09, 130265699.00, 38.68
India, 31-01-2023, M, 8.55, 128878250.00, 37.55
India, 28-02-2023, M, 7.93, 131488536.00, 37.97
